filename	sequence	start_VDD	Stop_CLRH	HRP3	Ambiguit_check	Length_between_start_and_stop	total_length_of_repeats	residues	exon_1	exon2_start	repeat_type	repeat_type_count
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type1	3
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type2	8
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type3	1
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type4	2
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type5	3
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type6	4
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type7	7
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type8	2
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type9	0
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type10	2
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type11	0
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type12	1
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type13	0
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type14	0
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type30	0
FC27_FC1_bc02.multi.fasta	>FC27_FC1_barcode02_contig_1_consensus_sequence_translation	VDD is present	CLRH is present	No HRP3	False	251	254	-3	1	1	type31	0
